active,food,food id,cooked/raw ratio,shelf stable,shelf stable after opening,frozen,canned,plastic bag,package,unit,price,price confirmed,price/g,source,note on package,note
TRUE,プロセスチーズ,1991,,FALSE,FALSE,TRUE,,,800,g,"¥2,400",TRUE,¥3.0,https://www.amazon.co.jp/QBB-%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B5%E3%82%A4%E3%82%BA-%E3%83%97%E3%83%AD%E3%82%BB%E3%82%B9%E3%83%81%E3%83%BC%E3%82%BA-800g/dp/B00DCIOOCC/,,
TRUE,yogurt,1970,,FALSE,FALSE,FALSE,,,380,g,¥130,TRUE,¥0.3,,,
TRUE,はちみつ,0304,,TRUE,TRUE,FALSE,,,1000,g,¥775,TRUE,¥0.8,https://www.amazon.co.jp/%E6%A2%85%E5%B1%8B%E3%83%8F%E3%83%8D%E3%83%BC-%E7%B4%94%E7%B2%8B%E3%81%AF%E3%81%A1%E3%81%BF%E3%81%A4-%E3%83%9D%E3%83%AA-1000g/dp/B00BH9IDDO/,,
TRUE,honey,0304,,TRUE,TRUE,FALSE,,,300,g,¥650,TRUE,¥2.2,,,
TRUE,上白糖,0279,,TRUE,TRUE,FALSE,,,1000,g,¥250,TRUE,¥0.3,https://www.amazon.co.jp/%E3%82%AB%E3%83%83%E3%83%97%E5%8D%B0%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%83%E3%83%88-%E3%82%AB%E3%83%83%E3%83%97%E5%8D%B0-%E7%99%BD%E7%A0%82%E7%B3%961kg/dp/B0146C5ZHU/,,
TRUE,和三盆糖,0278,,TRUE,TRUE,FALSE,,,350,g,"¥1,080",TRUE,¥3.1,https://www.amazon.co.jp/%E9%87%8E%E7%94%B0%E3%83%8F%E3%83%8B%E3%83%BC-%E9%98%BF%E6%B3%A2%E5%92%8C%E4%B8%89%E7%9B%86%E7%B3%96-350g/dp/B0089SL5AE/?th=1,,
TRUE,氷砂糖,0285,,TRUE,TRUE,FALSE,,,1000,g,¥682,TRUE,¥0.7,https://www.amazon.co.jp/%E4%B8%AD%E6%97%A5%E6%9C%AC%E6%B0%B7%E7%B3%96-%E5%9B%BD%E7%94%A3%E5%8E%9F%E6%96%99-%E3%83%AD%E3%83%83%E3%82%AF-1kg/dp/B009JYCYF2/,,
TRUE,黒糖,0276,,TRUE,TRUE,FALSE,,,1000,g,"¥1,026",TRUE,¥1.0,https://www.amazon.co.jp/%E4%B8%89%E5%B9%B8%E9%A3%9F%E5%93%81-%E6%B2%96%E7%B8%84%E7%89%B9%E7%94%A3%E9%BB%92%E7%B3%96-1kg/dp/B07XKMH1DX/,,
TRUE,粉飴,0293,,TRUE,TRUE,FALSE,,,1000,g,"¥1,320",TRUE,¥1.3,https://www.amazon.co.jp/%E3%83%8F%E3%83%BC%E3%83%90%E3%83%BC%E7%A0%94%E7%A9%B6%E6%89%80-%E7%B2%89%E9%A3%B4-%E7%B2%89%E6%9C%AB%E3%82%BF%E3%82%A4%E3%83%97-1kg/dp/B0BVLGV3H2/,,
TRUE,ホワイトチョコレート,2213,,TRUE,TRUE,FALSE,,,1000,g,"¥4,980",TRUE,¥5.0,https://www.amazon.co.jp/%E3%83%8E%E3%83%BC%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E5%93%81-%E6%98%8E%E6%B2%BB-%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88%EF%BC%881kg%EF%BC%89-%E6%A5%AD%E5%8B%99%E7%94%A8-%E3%82%AF%E3%83%BC%E3%83%99%E3%83%AB%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88B37/dp/B0DKTWNJ62/,,
TRUE,salt,2300,,TRUE,TRUE,FALSE,,,1000,g,¥302,TRUE,¥0.3,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E6%B5%B7%E6%B0%B4-%E5%A1%A9%E3%81%AE%E9%87%8C-1kg/dp/B000ZFUJGU/,,
TRUE,salt,2300,,TRUE,TRUE,FALSE,,,120,g,¥100,TRUE,¥0.8,,,
TRUE,減塩しお,2303,,TRUE,TRUE,FALSE,,,1050,g,"¥2,046",TRUE,¥1.9,https://www.amazon.co.jp/%E5%91%B3%E3%81%AE%E7%B4%A0-KK-%E3%82%84%E3%81%95%E3%81%97%E3%81%8A-%E8%A2%8B-350g%C3%973%E5%80%8B/dp/B09DS5Y8L7/,,
TRUE,米酢,2308,,TRUE,TRUE,FALSE,,,1800,g,¥553,TRUE,¥0.3,https://www.amazon.co.jp/%E3%83%9F%E3%83%84%E3%82%AB%E3%83%B3-%E7%99%BD%E8%8F%8A%E3%83%9A%E3%83%83%E3%83%88%E3%83%9C%E3%83%88%E3%83%AB-1-8L/dp/B0068CQX5K/,,
TRUE,citric acid,,,TRUE,TRUE,FALSE,,,1000,g,¥730,TRUE,¥0.7,https://www.amazon.co.jp/NICHIGA-%E3%83%8B%E3%83%81%E3%82%AC-%E3%82%AF%E3%82%A8%E3%83%B3%E9%85%B8-1%EF%BD%8B%EF%BD%87%EF%BC%88%E9%A3%9F%E5%93%81%E6%B7%BB%E5%8A%A0%E7%89%A9%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%89%EF%BC%89%E7%B4%94%E5%BA%A699-5-%E4%BB%A5%E4%B8%8A-Non-GMO/dp/B01DCZ5WPM/,,
TRUE,baking soda,,,TRUE,TRUE,FALSE,,,1000,g,¥877,TRUE,¥0.9,https://www.amazon.co.jp/NICHIGA-%E3%83%8B%E3%83%81%E3%82%AC-%E5%9B%BD%E7%94%A3%E9%87%8D%E6%9B%B91%EF%BD%8B%EF%BD%87-%E9%87%8D%E7%82%AD%E9%85%B8%E3%83%8A%E3%83%88%E3%83%AA%E3%82%A6%E3%83%A0-%E7%82%AD%E9%85%B8%E6%B0%B4%E7%B4%A0%E3%83%8A%E3%83%88%E3%83%AA%E3%82%A6%E3%83%A0/dp/B003EEP982/,,
TRUE,日清キャノーラ油,2014,,TRUE,TRUE,FALSE,,,2000,g,¥978,TRUE,¥0.5,https://www.amazon.co.jp/%E6%97%A5%E6%B8%85%E3%82%AA%E3%82%A4%E3%83%AA%E3%82%AA-%E6%97%A5%E6%B8%85%E3%82%AD%E3%83%A3%E3%83%8E%E3%83%BC%E3%83%A9%E6%B2%B9-1000g%C3%972%E5%80%8B/dp/B09V7HMQ86/?th=1,,
TRUE,米油,2008,,TRUE,TRUE,FALSE,,,1350,g,¥906,TRUE,¥0.7,https://www.amazon.co.jp/%E3%83%9C%E3%83%BC%E3%82%BD%E3%83%BC-%E3%83%9C%E3%83%BC%E3%82%BD%E3%83%BC%E6%B2%B9%E8%84%82-%E7%B1%B3%E6%B2%B9-1350g/dp/B07HZK3G11/?th=1,,
TRUE,とうもろこし油,2013,,TRUE,TRUE,FALSE,,,16500,g,"¥5,890",TRUE,¥0.4,https://www.amazon.co.jp/%E3%82%B3%E3%83%BC%E3%83%B3%E6%B2%B9-16-5kg-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC%E7%9B%B4%E8%B2%A9-%E3%83%95%E3%83%A9%E3%82%A4%E3%83%A4%E3%83%BC-%E3%82%B3%E3%83%AD%E3%83%83%E3%82%B1/dp/B097MSBHVW/?th=1,,
TRUE,ひまわり油,2017,,TRUE,TRUE,FALSE,,,4000,ml,"¥2,820",TRUE,¥0.7,https://www.amazon.co.jp/%E3%82%BA%E3%83%83%E3%82%AD-%E3%81%B2%E3%81%BE%E3%82%8F%E3%82%8A%E6%B2%B9-%EF%BC%88%E3%82%AA%E3%83%BC%E3%83%AA%E3%82%AA%E3%83%BB%E3%83%87%E3%82%A3%E3%83%BB%E3%82%B8%E3%83%A9%E3%82%BD%E3%83%BC%E3%83%AC%EF%BC%89-%E3%83%9A%E3%83%83%E3%83%88%E3%83%9C%E3%83%88%E3%83%AB-2L-%C3%972%E6%9C%AC/dp/B07RZQQ6VK/,,
TRUE,大豆油,2011,,TRUE,TRUE,FALSE,,,700,ml,¥443,TRUE,¥0.6,https://www.amazon.co.jp/JOYL-%E5%A4%A7%E8%B1%86%E3%81%AE%E6%B2%B9-100%EF%BC%85-%E6%8D%A8%E3%81%A6%E3%82%84%E3%81%99%E3%81%84%E7%B4%99%E5%AE%B9%E5%99%A8-J-%E3%82%AA%E3%82%A4%E3%83%AB%E3%83%9F%E3%83%AB%E3%82%BA/dp/B09TNN6VLM/,,
TRUE,昭和産業 オレインリッチ ひまわり油,2019,,TRUE,TRUE,FALSE,,,1200,g,"¥1,100",TRUE,¥0.9,https://item.rakuten.co.jp/matsukiyo/4901760436374/,,
TRUE,べに花油 高オレイン,2009,,TRUE,TRUE,FALSE,,,1500,g,"¥3,650",TRUE,¥2.4,https://www.amazon.co.jp/%E5%89%B5%E5%81%A5%E7%A4%BE-%E6%9C%89%E6%A9%9F%E6%A0%BD%E5%9F%B9%E3%81%B9%E3%81%AB%E8%8A%B1%E4%B8%80%E7%95%AA%E9%AB%98%E3%82%AA%E3%83%AC%E3%82%A4%E3%83%B3%E9%85%B8-500g%C3%973%E5%80%8B-JAN%EF%BC%9A901735019083/dp/B01IHW1N5I/,,
TRUE,ココナッツミルク,0964,,TRUE,TRUE,FALSE,,,400,g,¥309,TRUE,¥0.8,https://www.amazon.co.jp/%E6%9C%89%E7%B4%80%E9%A3%9F%E5%93%81-%E3%82%B3%E3%82%B3%E3%83%8A%E3%83%83%E3%83%84%E3%83%9F%E3%83%AB%E3%82%AF-400ml/dp/B00ABBPYCC,,
TRUE,ごま油,2007,,TRUE,TRUE,FALSE,,,600,g,"¥1,064",TRUE,¥1.8,https://www.amazon.co.jp/%E3%81%8B%E3%81%A9%E3%82%84-%E7%B4%94%E6%AD%A3%E3%81%94%E3%81%BE%E6%B2%B9-PET-600g/dp/B01MRE9JS6/,,
TRUE,マーガリン,2030,,FALSE,FALSE,FALSE,,,300,g,¥214,TRUE,¥0.7,https://www.amazon.co.jp/%E3%82%B9%E3%83%9E%E3%82%A4%E3%83%AB%E3%83%A9%E3%82%A4%E3%83%95-%E3%81%BE%E3%82%8D%E3%82%84%E3%81%8B%E3%82%BD%E3%83%95%E3%83%88%E3%83%90%E3%82%BF%E3%83%BC%E9%A2%A8%E5%91%B3300g/dp/B09FTGFJDH/,,
TRUE,バター加塩,2027,,FALSE,FALSE,FALSE,,,1350,g,"¥4,350",TRUE,¥3.2,https://www.amazon.co.jp/%E3%83%8E%E3%83%BC%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E5%93%81-%E3%82%88%E3%81%A4%E8%91%89%E3%83%90%E3%82%BF%E3%83%BC-%E5%8A%A0%E5%A1%A9-450g%EF%BD%983%E5%80%8B%E3%82%BB%E3%83%83%E3%83%88/dp/B088GSSW7V/,,
TRUE,butter,2028,,FALSE,FALSE,FALSE,,,200,g,¥550,TRUE,¥2.8,,,
TRUE,発酵バター有塩,2029,,FALSE,FALSE,FALSE,,,200,g,¥666,TRUE,¥3.3,https://www.amazon.co.jp/%E9%AB%98%E5%8D%83%E7%A9%82%E7%89%A7%E5%A0%B4-%E3%80%90%E3%81%8A%E4%B8%80%E4%BA%BA%E6%A7%985%E5%80%8B%E3%81%BE%E3%81%A7%E3%80%91%E3%80%90%E9%AB%98%E5%8D%83%E7%A9%82%E7%89%A7%E5%A0%B4%E3%80%91%E9%AB%98%E5%8D%83%E7%A9%82%E7%99%BA%E9%85%B5%E3%83%90%E3%82%BF%E3%83%BC-%EF%BC%92%EF%BC%90%EF%BC%90g%EF%BC%88%E5%8A%A0%E5%A1%A9%E3%82%BF%E3%82%A4%E3%83%97%EF%BC%89/dp/B008CAACRG/,,
TRUE,アマニ油,2004,,TRUE,TRUE,FALSE,,,320,g,"¥1,545",TRUE,¥4.8,https://www.amazon.co.jp/Amazon%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89-SOLIMO-%E6%97%A5%E6%B8%85%E3%82%AA%E3%82%A4%E3%83%AA%E3%82%AA-%E3%82%A2%E3%83%9E%E3%83%8B%E6%B2%B9-%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%82%AD%E3%83%BC%E3%83%97%E3%83%9C%E3%83%88%E3%83%AB/dp/B081D7S9JZ/,,
TRUE,エゴマ油,2005,,TRUE,TRUE,FALSE,,,840,ml,"¥4,300",TRUE,¥5.1,https://www.amazon.co.jp/%E3%82%A2%E3%82%B5%E3%83%92-%E3%81%88%E3%81%94%E3%81%BE%E6%B2%B9-280g-%E5%BE%B3%E7%94%A8-3%E6%9C%AC/dp/B01LMMH7Y6/,,
TRUE,ヤシ油,2022,,TRUE,TRUE,FALSE,,,1000,ml,"¥2,380",TRUE,¥2.4,https://www.amazon.co.jp/%E6%9C%89%E6%A9%9FJAS-%E3%82%AA%E3%83%BC%E3%82%AC%E3%83%8B%E3%83%83%E3%82%AF-%E3%82%A8%E3%82%AD%E3%82%B9%E3%83%88%E3%83%A9%E3%83%90%E3%83%BC%E3%82%B8%E3%83%B3-%E3%82%B3%E3%82%B3%E3%83%8A%E3%83%83%E3%83%84%E3%82%AA%E3%82%A4%E3%83%AB-500ml/dp/B01M1MTU2R/?th=1,,
TRUE,ヤシ油,2022,,TRUE,TRUE,FALSE,,,425,ml,"¥1,922",TRUE,¥4.5,https://www.amazon.co.jp/%E3%82%AA%E3%83%BC%E3%82%AC%E3%83%8B%E3%83%83%E3%82%AF-%E3%82%A8%E3%82%AD%E3%82%B9%E3%83%88%E3%83%A9%E3%83%90%E3%83%BC%E3%82%B8%E3%83%B3-%E3%82%B3%E3%82%B3%E3%83%8A%E3%83%83%E3%83%84%E3%82%AA%E3%82%A4%E3%83%AB-%E5%8C%96%E5%AD%A6%E8%AA%BF%E5%91%B3%E6%96%99%E7%84%A1%E6%B7%BB%E5%8A%A0-%E3%83%96%E3%83%A9%E3%82%A6%E3%83%B3%E3%82%B7%E3%83%A5%E3%82%AC%E3%83%BC%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88/dp/B01M4S79TN/?th=1,,
TRUE,ぶどう油,2020,,TRUE,TRUE,FALSE,,,400,g,¥701,TRUE,¥1.8,https://www.amazon.co.jp/%E6%97%A5%E6%B8%85-%E3%83%94%E3%83%A5%E3%82%A2-%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%97%E3%82%B7%E3%83%BC%E3%83%89%E3%82%AA%E3%82%A4%E3%83%AB-%E3%82%B3%E3%83%AC%E3%82%B9%E3%83%86%E3%83%AD%E3%83%BC%E3%83%AB0%E3%82%BC%E3%83%AD-400g/dp/B0069K36YC/,,
TRUE,オリーブオイル エキストラバージン,2006,,TRUE,TRUE,FALSE,,,684,g,"¥2,104",TRUE,¥3.1,https://www.amazon.co.jp/BOSCO-%E3%83%9C%E3%82%B9%E3%82%B3-%E6%97%A5%E6%B8%85%E3%82%AA%E3%82%A4%E3%83%AA%E3%82%AA%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97-BOSCO%E3%82%A8%E3%82%AD%E3%82%B9%E3%83%88%E3%83%A9%E3%83%90%E3%83%BC%E3%82%B8%E3%83%B3%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%82%AA%E3%82%A4%E3%83%AB-684g/dp/B07B55VWPS/,,
TRUE,ラー油,2290,,TRUE,TRUE,FALSE,,,450,g,"¥1,626",TRUE,¥3.6,https://www.amazon.co.jp/%E3%83%9E%E3%83%AB%E3%83%9B%E3%83%B3-%E7%B4%94%E6%AD%A3%E8%83%A1%E9%BA%BB%E3%83%A9%E3%83%BC%E6%B2%B9%E3%83%9A%E3%83%83%E3%83%88-450g/dp/B07ZJQZX6T/,,
TRUE,ラー油,2290,,TRUE,TRUE,FALSE,,,150,g,¥618,TRUE,¥4.1,https://www.amazon.co.jp/%E3%83%9E%E3%83%AB%E3%83%9B%E3%83%B3-%E7%AB%B9%E6%9C%AC%E6%B2%B9%E8%84%82-%E3%81%94%E3%81%BE%E6%B2%B9%E5%B1%8B%E3%81%AE%E3%83%A9%E3%83%BC%E6%B2%B9-150g/dp/B0B1D2JBJV/,,
TRUE,大豆醤油,,,TRUE,TRUE,FALSE,,,1800,ml,¥700,TRUE,¥0.4,https://www.amazon.co.jp/%E3%82%AD%E3%83%83%E3%82%B3%E3%83%BC%E3%83%9E%E3%83%B3-11516-%E7%89%B9%E9%81%B8%E4%B8%B8%E5%A4%A7%E8%B1%86-1-8L-%E3%83%8F%E3%83%B3%E3%83%87%E3%82%A3/dp/B001HZ8DOM/,,
TRUE,濃口醤油,2291,,TRUE,TRUE,FALSE,,,500,ml,¥230,TRUE,¥0.5,,,
TRUE,魚醤油 いしり,2339,,TRUE,TRUE,FALSE,,,500,ml,"¥1,488",TRUE,¥3.0,https://www.amazon.co.jp/%E3%81%84%E3%81%97%E3%82%8B-%E3%80%90%E8%83%BD%E7%99%BB%E7%89%B9%E7%94%A3%E3%80%91%E3%81%84%E3%81%97%E3%82%8B-%E3%81%84%E3%81%97%E3%82%8A-500ml-%E8%83%BD%E7%99%BB%E3%81%AE%E3%82%A4%E3%82%AB%E3%82%92%E7%99%BA%E9%85%B5%E3%81%95%E3%81%9B%E3%81%9F%E9%86%A4%E6%B2%B9%E3%81%A7%E3%81%99/dp/B0062HVJXC/,,
TRUE,赤味噌,2380,,TRUE,TRUE,FALSE,,,1000,g,¥370,TRUE,¥0.4,https://www.amazon.co.jp/%E3%83%9E%E3%83%AB%E3%82%B3%E3%83%A1-%E3%83%97%E3%83%AD%E7%94%A8%E8%B5%A4-1%E3%8E%8F/dp/B00TWUFUWC/,¥6.6/cup (18g),
TRUE,miso,,,TRUE,TRUE,FALSE,,,750,g,¥318,TRUE,¥0.4,,¥7.6/cup (18g),
TRUE,液味噌,,,TRUE,TRUE,FALSE,,,1100,g,¥513,TRUE,¥0.5,https://www.amazon.co.jp/%E3%83%9E%E3%83%AB%E3%82%B3%E3%83%A1-%E6%A5%AD%E5%8B%99%E7%94%A8%E6%B6%B2%E3%81%BF%E3%81%9D-%E5%90%88%E3%82%8F%E3%81%9B-1100g/dp/B00VUFH3OU/,"¥28/cup (18g), 60 cups",
TRUE,豆板醤,,,TRUE,FALSE,FALSE,,,500,g,¥652,TRUE,¥1.3,https://www.amazon.co.jp/%E3%83%A6%E3%82%A6%E3%82%AD%E9%A3%9F%E5%93%81-%E3%83%A6%E3%82%A6%E3%82%AD-%E5%9B%9B%E5%B7%9D%E8%B1%86%E6%9D%BF%E9%86%A4-500g/dp/B07Y4K5V7M/,,
TRUE,甜面醤,,,TRUE,FALSE,FALSE,,,500,g,¥729,TRUE,¥1.5,https://www.amazon.co.jp/%E3%83%A6%E3%82%A6%E3%82%AD%E9%A3%9F%E5%93%81-%E3%83%A6%E3%82%A6%E3%82%AD-%E7%94%9C%E9%9D%A2%E9%86%A4-%E4%B8%AD%E8%8F%AF%E7%94%98%E3%81%BF%E3%81%9D-500g/dp/B0054TQVFU/,,
TRUE,コチジャン,,,TRUE,FALSE,FALSE,,,270,g,¥562,TRUE,¥2.1,https://www.amazon.co.jp/%E3%83%A6%E3%82%A6%E3%82%AD%E9%A3%9F%E5%93%81-%E3%83%A6%E3%82%A6%E3%82%AD-%E3%82%B3%E3%83%81%E3%82%B8%E3%83%A3%E3%83%B3-270g/dp/B00C17JQM8/,,
TRUE,ヤマキ だしの素大徳,,,TRUE,TRUE,FALSE,,,750,g,¥613,TRUE,¥0.8,https://www.amazon.co.jp/%E3%83%A4%E3%83%9E%E3%82%AD-%E3%81%A0%E3%81%97%E3%81%AE%E7%B4%A0%E5%A4%A7%E5%BE%B3-750g/dp/B0CSMTTQS6/,"¥0.8/cup (1g, 150ml)",
TRUE,シマヤ こんぶだしの素,,,TRUE,TRUE,FALSE,,,1000,g,"¥1,798",TRUE,¥1.8,https://www.amazon.co.jp/dp/B0058AYAJO/,"¥0.9/cup (0.5g, 150ml)",
TRUE,ヤマキあごだし,,,TRUE,TRUE,FALSE,,,500,g,"¥1,254",TRUE,¥2.5,https://www.amazon.co.jp/%E3%83%A4%E3%83%9E%E3%82%AD-%E6%A5%AD%E5%8B%99%E7%94%A8%E3%81%82%E3%81%94%E3%81%A0%E3%81%97%E9%A1%86%E7%B2%92-250g%C3%972P/dp/B06XNPD1C2/,"¥2.5/cup (1g, 150ml), 500 cups",
TRUE,味の素ほんだし昆布だし,,,TRUE,TRUE,FALSE,,,500,g,"¥1,321",TRUE,¥2.6,https://www.amazon.co.jp/%E5%91%B3%E3%81%AE%E7%B4%A0-%E3%81%BB%E3%82%93%E3%81%A0%E3%81%97-%E3%81%93%E3%82%93%E3%81%B6%E3%81%A0%E3%81%97-500g%E8%A2%8B-%E3%81%A0%E3%81%97%E3%81%AE%E7%B4%A0/dp/B0CGWQQJD6/,"¥2.6/cup (1g, 150ml), 500 cups",
TRUE,味の素ほんだしいりこだし,,,TRUE,TRUE,FALSE,,,500,g,"¥1,352",TRUE,¥2.7,https://www.amazon.co.jp/%E5%91%B3%E3%81%AE%E7%B4%A0-%E3%81%BB%E3%82%93%E3%81%A0%E3%81%97-%E3%81%84%E3%82%8A%E3%81%93%E3%81%A0%E3%81%97-500g%E8%A2%8B-%E3%81%A0%E3%81%97%E3%81%AE%E7%B4%A0/dp/B0CGWNBM5M/,"¥2.7/cup (1g, 150ml), 500 cups",
TRUE,味の素ほんだし,,,TRUE,TRUE,FALSE,,,450,g,"¥1,286",TRUE,¥2.9,https://www.amazon.co.jp/%E5%91%B3%E3%81%AE%E7%B4%A0-%E3%81%BB%E3%82%93%E3%81%A0%E3%81%97-%E7%AE%B1-450g/dp/B00I59TW9I/,"¥2.8/cup (1g, 150ml), 450 cups",
TRUE,コンソメ,,,TRUE,TRUE,FALSE,,,500,g,¥788,TRUE,¥1.6,https://www.amazon.co.jp/%E3%80%90%E5%B8%B8%E6%B8%A9%E3%80%91-%E5%91%B3%E3%81%AE%E7%B4%A0-KK%E3%82%B3%E3%83%B3%E3%82%BD%E3%83%A1J-500g-%E3%82%B3%E3%83%B3%E3%82%BD%E3%83%A1/dp/B075TQCJW9/,"¥4.2/cup, 186 cups (150 ml)",
TRUE,コンソメ,,,TRUE,TRUE,FALSE,,,470,g,"¥1,180",TRUE,¥2.5,https://www.amazon.co.jp/%E5%91%B3%E3%81%AE%E7%B4%A0-KK%E3%82%B3%E3%83%B3%E3%82%BD%E3%83%A1%E3%81%B5%E3%82%8A%E3%81%A0%E3%81%97%E3%82%BF%E3%82%A4%E3%83%97-470g/dp/B0056EXZ8E,"¥6.7/cup, 174 cups (150 ml)",
TRUE,ユウキ食品 やさしい味わいのガラスープ,,,TRUE,TRUE,FALSE,,,400,g,"¥1,162",TRUE,¥2.9,https://www.amazon.co.jp/%E3%83%A6%E3%82%A6%E3%82%AD%E9%A3%9F%E5%93%81-%E3%82%84%E3%81%95%E3%81%97%E3%81%84%E5%91%B3%E3%82%8F%E3%81%84%E3%81%AE%E3%82%AC%E3%83%A9%E3%82%B9%E3%83%BC%E3%83%97-400g/dp/B0CH2SKT3Z/?th=1,"¥7.2/cup (2.5g, 200ml)",
TRUE,鶏ガラスープの素,,,TRUE,TRUE,FALSE,,,500,g,"¥1,120",TRUE,¥2.2,https://www.amazon.co.jp/Amazon%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89-Happy-Belly-%E9%B6%8F%E3%81%8C%E3%82%89%E3%82%B9%E3%83%BC%E3%83%97-500g/dp/B091KGHBZF/,"¥13/cup, ~83 cups (6g)",
TRUE,ウェイパー,,,TRUE,TRUE,FALSE,,,250,g,¥648,TRUE,¥2.6,https://www.amazon.co.jp/%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%91%E3%83%BC-%E5%91%B3%E8%A6%87-%E7%BC%B6-250g/dp/B001TO7GNU/,"¥13/cup, 50 cups (5g), 小さじ1杯 = 5g",
TRUE,創味シャンタン,,,TRUE,TRUE,FALSE,,,500,g,¥900,TRUE,¥1.8,https://www.amazon.co.jp/%E5%89%B5%E5%91%B3%E9%A3%9F%E5%93%81-%E5%89%B5%E5%91%B3%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%BF%E3%83%B3DELUXE-500g/dp/B00W373CO4/,"¥18/cup, 50 cups (10g), 小さじ1杯 = 5g",
TRUE,鰹節,1261,,TRUE,TRUE,FALSE,,,500,g,"¥2,520",TRUE,¥5.0,https://www.amazon.co.jp/%E6%9C%AC%E8%8A%B1%E5%8D%83%E9%B3%A5-%E3%81%9D%E3%81%AE%E3%81%BE%E3%81%BE%E9%A3%9F%E3%81%B9%E3%82%8B%E7%94%A8-%E8%8A%B3%E9%A6%99%E3%81%AA%E9%A6%99%E3%82%8A-100%E5%B9%B4%E7%B6%9A%E3%81%8F%E8%80%81%E8%88%97%E3%81%AE%E3%81%8B%E3%81%A4%E3%81%8A%E7%AF%80%E5%B1%8B-%E3%81%8B%E3%81%A4%E3%81%8A%E3%81%B6%E3%81%97/dp/B0B4J8SJR4/?th=1,"¥22.6/cup (4.5g, 150ml), 30g per 1L",
TRUE,mayo,,,TRUE,FALSE,FALSE,,,350,g,¥380,TRUE,¥1.1,,,
TRUE,ketchup,2366,,TRUE,FALSE,FALSE,,,460,g,¥240,TRUE,¥0.5,,,
TRUE,ブラックペッパー 荒挽,2409,,TRUE,TRUE,FALSE,,,200,g,"¥1,300",TRUE,¥6.5,https://www.amazon.co.jp/GABAN-%E3%82%AE%E3%83%A3%E3%83%90%E3%83%B3-%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%9A%E3%83%83%E3%83%91%E3%83%BC-%E8%8D%92%E6%8C%BD-100g%C3%972%E6%9C%AC/dp/B079HZGSNK/,,
TRUE,唐辛子の実 乾燥,0659,,TRUE,TRUE,FALSE,,,1000,g,"¥2,280",TRUE,¥2.3,https://www.amazon.co.jp/%E5%A4%A7%E6%B4%8B%E7%89%A9%E7%94%A3-%E5%94%90%E8%BE%9B%E5%AD%90%E3%83%9B%E3%83%BC%E3%83%AB-%E6%BA%80%E5%A4%A9%E6%98%9F%EF%BC%891kg-%E8%A2%8B/dp/B07YW6JVZW/,,
TRUE,S&B 粗挽き胡椒,2409,,TRUE,TRUE,FALSE,,,12,g,¥140,TRUE,¥11.7,https://www.amazon.co.jp/%E3%82%A8%E3%82%B9%E3%83%93%E3%83%BC-18239-%E3%82%A8%E3%82%B9%E3%83%93%E3%83%BC%E9%A3%9F%E5%93%81-%E3%83%9E%E3%82%A4%E3%83%81%E3%83%A7%E3%82%A4%E3%82%B9-%E3%81%82%E3%82%89%E3%81%B3%E3%81%8D%E3%82%B3%E3%82%B7%E3%83%A7%E3%83%BC/dp/B0CWL4NRHX/?th=1,,
TRUE,一味唐辛子,2419,,TRUE,TRUE,FALSE,,,300,g,¥900,TRUE,¥3.0,https://www.amazon.co.jp/%E3%83%A6%E3%82%A6%E3%82%AD%E9%A3%9F%E5%93%81-%E3%83%A6%E3%82%A6%E3%82%AD-%E4%B8%80%E5%91%B3%E5%94%90%E3%81%8C%E3%82%89%E3%81%97-300g/dp/B005CMN1NO/?th=1,,
TRUE,S&B 七味唐辛子,,,TRUE,TRUE,FALSE,,,11,g,¥140,TRUE,¥12.7,https://www.amazon.co.jp/S-%E3%82%A8%E3%82%B9%E3%83%93%E3%83%BC-%E3%82%A8%E3%82%B9%E3%83%93%E3%83%BC%E9%A3%9F%E5%93%81-%E3%83%9E%E3%82%A4%E3%83%81%E3%83%A7%E3%82%A4%E3%82%B9-%E4%B8%83%E5%91%B3%E5%94%90%E3%81%8B%E3%82%89%E3%81%97/dp/B01MT3QO5P/,,
