category,food_id,id,name,WATER,FIBSOL,FIBINS,FIBTG,FIB-SDFS,FIB-SDFP,FIB-IDF,STARES,FIB-TDF,
01,01174,0031,こむぎ　［パン類］　角形食パン　焼き,33.6,-,-,-,1.2,0.9,2.5,1.4,4.6,
01,01175,0032,こむぎ　［パン類］　角形食パン　耳を除いたもの,44.2,-,-,-,0.9,0.9,2.0,1.2,3.8,
01,01176,0033,こむぎ　［パン類］　角形食パン　耳,33.5,-,-,-,(1.1),(0.9),(2.7),(0.9),(4.7),
01,01206,0034,こむぎ　［パン類］　食パン　リーンタイプ,39.2,(0.8),(1.2),(2.0),-,-,-,-,-,
01,01207,0035,こむぎ　［パン類］　食パン　リッチタイプ,39.2,(0.7),(1.0),(1.7),-,-,-,-,-,
01,01205,0036,こむぎ　［パン類］　山形食パン　食パン,39.2,(0.8),(1.1),(1.8),-,-,-,-,-,
01,01028,0037,こむぎ　［パン類］　コッペパン,30.6,1.1,1.1,2.2,1.6,1.3,1.0,0.6,3.9,
01,01213,0037-1,こむぎ　［パン類］　バンズ,32.9,-,-,-,1.3,1.2,1.8,0.5,4.2,
01,01030,0038,こむぎ　［パン類］　乾パン,5.5,1.8,1.3,3.1,-,-,-,-,-,
01,01031,0039,こむぎ　［パン類］　フランスパン,30.0,1.2,1.5,2.7,-,-,-,-,-,
01,01032,0040,こむぎ　［パン類］　ライ麦パン,35.0,2.0,3.6,5.6,-,-,-,-,-,
01,01208,0041,こむぎ　［パン類］　全粒粉パン,39.2,0.9,3.6,4.5,-,-,-,-,-,
01,01033,0042,こむぎ　［パン類］　ぶどうパン,35.7,0.9,1.3,2.2,-,-,-,-,-,
