ID,Species,Name,CC,Age,Lat,Long
742,H. sapiens,Bruniquel 2,1555,0.0153,44.05583333,1.665555556
741,H. sapiens,Cap Blanc 1,1434,0.015,44.9456,1.09694
740,H. sapiens,Coobool Creek,1117,0.014,-35.33333333,143.55
739,H. sapiens,Coobool Creek,1225,0.014,-35.33333333,143.55
738,H. sapiens,Coobool Creek,1256,0.014,-35.33333333,143.55
737,H. sapiens,Mas d'Azil,1275,0.014,43.08055556,1.360555556
736,H. sapiens,Coobool Creek,1278,0.014,-35.33333333,143.55
735,H. sapiens,Coobool Creek,1281,0.014,-35.33333333,143.55
734,H. sapiens,Coobool Creek,1302,0.014,-35.33333333,143.55
733,H. sapiens,Coobool Creek,1305,0.014,-35.33333333,143.55
732,H. sapiens,Coobool Creek,1324,0.014,-35.33333333,143.55
731,H. sapiens,Coobool Creek,1324,0.014,-35.33333333,143.55
730,H. sapiens,Coobool Creek,1371,0.014,-35.33333333,143.55
