category,food_id,id,name
17,17001,2284,＜調味料類＞　（ウスターソース類）　ウスターソース
17,17002,2285,＜調味料類＞　（ウスターソース類）　中濃ソース
17,17003,2286,＜調味料類＞　（ウスターソース類）　濃厚ソース
17,17085,2287,＜調味料類＞　（ウスターソース類）　お好み焼きソース
17,17004,2288,＜調味料類＞　（辛味調味料類）　トウバンジャン
17,17005,2289,＜調味料類＞　（辛味調味料類）　チリペッパーソース
17,17006,2290,＜調味料類＞　（辛味調味料類）　ラー油
17,17007,2291,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ
17,17086,2292,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩
17,17008,2293,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ
17,17139,2294,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩
17,17009,2295,＜調味料類＞　（しょうゆ類）　たまりしょうゆ
17,17010,2296,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ
17,17011,2297,＜調味料類＞　（しょうゆ類）　しろしょうゆ
17,17087,2298,＜調味料類＞　（しょうゆ類）　だししょうゆ
17,17088,2299,＜調味料類＞　（しょうゆ類）　照りしょうゆ
17,17012,2300,＜調味料類＞　（食塩類）　食塩
17,17013,2301,＜調味料類＞　（食塩類）　並塩
17,17146,2302,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む
17,17147,2303,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用
17,17014,2304,＜調味料類＞　（食塩類）　精製塩　家庭用
17,17089,2305,＜調味料類＞　（食塩類）　精製塩　業務用
17,17090,2306,＜調味料類＞　（食酢類）　黒酢
17,17015,2307,＜調味料類＞　（食酢類）　穀物酢
17,17016,2308,＜調味料類＞　（食酢類）　米酢
17,17091,2309,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢
17,17017,2310,＜調味料類＞　（食酢類）　果実酢　ぶどう酢
17,17018,2311,＜調味料類＞　（食酢類）　果実酢　りんご酢
17,17130,2312,＜調味料類＞　（だし類）　あごだし
17,17019,2313,＜調味料類＞　（だし類）　かつおだし　荒節
17,17131,2314,＜調味料類＞　（だし類）　かつおだし　本枯れ節
17,17020,2315,＜調味料類＞　（だし類）　昆布だし　水出し
17,17132,2316,＜調味料類＞　（だし類）　昆布だし　煮出し
17,17021,2317,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし
17,17148,2318,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし
17,17022,2319,＜調味料類＞　（だし類）　しいたけだし
17,17023,2320,＜調味料類＞　（だし類）　煮干しだし
17,17024,2321,＜調味料類＞　（だし類）　鶏がらだし
17,17025,2322,＜調味料類＞　（だし類）　中華だし
17,17026,2323,＜調味料類＞　（だし類）　洋風だし
17,17027,2324,＜調味料類＞　（だし類）　固形ブイヨン
17,17092,2325,＜調味料類＞　（だし類）　顆粒おでん用
17,17093,2326,＜調味料類＞　（だし類）　顆粒中華だし
17,17028,2327,＜調味料類＞　（だし類）　顆粒和風だし
