category,food_id,id,name
09,09001,1101,あおさ　素干し
09,09002,1102,あおのり　素干し
09,09003,1103,あまのり　ほしのり
09,09004,1104,あまのり　焼きのり
09,09005,1105,あまのり　味付けのり
09,09006,1106,あらめ　蒸し干し
09,09007,1107,いわのり　素干し
09,09012,1108,うみぶどう　生
09,09008,1109,えごのり　素干し
09,09009,1110,えごのり　おきうと
09,09010,1111,おごのり　塩蔵　塩抜き
09,09011,1112,かわのり　素干し
09,09013,1113,（こんぶ類）　えながおにこんぶ　素干し
09,09014,1114,（こんぶ類）　がごめこんぶ　素干し
09,09015,1115,（こんぶ類）　ながこんぶ　素干し
09,09016,1116,（こんぶ類）　ほそめこんぶ　素干し
09,09017,1117,（こんぶ類）　まこんぶ　素干し　乾
09,09056,1118,（こんぶ類）　まこんぶ　素干し　水煮
09,09018,1119,（こんぶ類）　みついしこんぶ　素干し
09,09019,1120,（こんぶ類）　りしりこんぶ　素干し
09,09020,1121,（こんぶ類）　刻み昆布
09,09021,1122,（こんぶ類）　削り昆布
09,09022,1123,（こんぶ類）　塩昆布
09,09023,1124,（こんぶ類）　つくだ煮
09,09024,1125,すいぜんじのり　素干し　水戻し
09,09025,1126,てんぐさ　素干し
09,09026,1127,てんぐさ　ところてん
09,09027,1128,てんぐさ　角寒天
09,09028,1129,てんぐさ　寒天
09,09049,1130,てんぐさ　粉寒天
09,09029,1131,とさかのり　赤とさか　塩蔵　塩抜き
09,09030,1132,とさかのり　青とさか　塩蔵　塩抜き
09,09050,1133,ひじき　ほしひじき　ステンレス釜　乾
09,09051,1134,ひじき　ほしひじき　ステンレス釜　ゆで
09,09052,1135,ひじき　ほしひじき　ステンレス釜　油いため
09,09053,1136,ひじき　ほしひじき　鉄釜　乾
09,09054,1137,ひじき　ほしひじき　鉄釜　ゆで
09,09055,1138,ひじき　ほしひじき　鉄釜　油いため
09,09032,1139,ひとえぐさ　素干し
09,09033,1140,ひとえぐさ　つくだ煮
09,09034,1141,ふのり　素干し
09,09035,1142,まつも　素干し
09,09036,1143,むかでのり　塩蔵　塩抜き
09,09037,1144,（もずく類）　おきなわもずく　塩蔵　塩抜き
09,09038,1145,（もずく類）　もずく　塩蔵　塩抜き
09,09039,1146,わかめ　原藻　生
09,09040,1147,わかめ　乾燥わかめ　素干し
09,09041,1148,わかめ　乾燥わかめ　素干し　水戻し
09,09060,1148-1,わかめ　乾燥わかめ　素干し　水戻し　水煮
09,09042,1149,わかめ　乾燥わかめ　板わかめ
09,09043,1150,わかめ　乾燥わかめ　灰干し　水戻し
09,09044,1151,わかめ　カットわかめ　乾
09,09058,1152,わかめ　カットわかめ　水煮　（沸騰水で短時間加熱したもの）
09,09059,1153,わかめ　カットわかめ　水煮の汁
09,09045,1154,わかめ　湯通し塩蔵わかめ　塩抜き　生
09,09057,1155,わかめ　湯通し塩蔵わかめ　塩抜き　ゆで
09,09046,1157,わかめ　くきわかめ　湯通し塩蔵　塩抜き
09,09047,1158,わかめ　めかぶわかめ　生
