category,food_id,id,name
11,11001,1612,＜畜肉類＞　いのしし　肉　脂身つき　生
11,11002,1613,＜畜肉類＞　いのぶた　肉　脂身つき　生
11,11003,1614,＜畜肉類＞　うさぎ　肉　赤肉　生
11,11004,1615,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生
11,11005,1616,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生
11,11006,1617,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生
11,11007,1618,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生
11,11008,1619,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生
11,11009,1620,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生
11,11010,1621,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生
11,11011,1622,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生
11,11249,1623,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで
11,11248,1624,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き
11,11012,1625,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生
11,11013,1626,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生
11,11014,1627,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生
11,11015,1628,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生
11,11016,1629,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生
11,11017,1630,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生
11,11018,1631,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生
11,11019,1632,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生
11,11020,1633,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生
11,11251,1634,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで
11,11250,1635,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き
11,11021,1636,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生
11,11022,1637,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生
11,11023,1638,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生
11,11024,1639,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生
11,11025,1640,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生
11,11026,1641,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生
