category,food_id,id,name
15,15001,2038,＜和生菓子・和半生菓子類＞　甘納豆　あずき
15,15002,2039,＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ
15,15003,2040,＜和生菓子・和半生菓子類＞　甘納豆　えんどう
15,15005,2041,＜和生菓子・和半生菓子類＞　今川焼　こしあん入り
15,15145,2042,＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り
15,15146,2043,＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り
15,15006,2044,＜和生菓子・和半生菓子類＞　ういろう　白
15,15147,2045,＜和生菓子・和半生菓子類＞　ういろう　黒
15,15007,2046,＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り
15,15148,2047,＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り
15,15008,2048,＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り
15,15149,2049,＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り
15,15009,2050,＜和生菓子・和半生菓子類＞　カステラ
15,15010,2051,＜和生菓子・和半生菓子類＞　かのこ
15,15011,2052,＜和生菓子・和半生菓子類＞　かるかん
15,15012,2053,＜和生菓子・和半生菓子類＞　きび団子
15,15013,2054,＜和生菓子・和半生菓子類＞　ぎゅうひ
15,15014,2055,＜和生菓子・和半生菓子類＞　きりざんしょ
15,15015,2056,＜和生菓子・和半生菓子類＞　きんぎょく糖
15,15016,2057,＜和生菓子・和半生菓子類＞　きんつば
15,15017,2058,＜和生菓子・和半生菓子類＞　草もち　こしあん入り
15,15150,2059,＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り
15,15018,2060,＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り
15,15151,2061,＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り
15,15019,2062,＜和生菓子・和半生菓子類＞　くし団子　みたらし
15,15121,2063,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品
15,15122,2064,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品
15,15020,2065,＜和生菓子・和半生菓子類＞　げっぺい
15,15123,2066,＜和生菓子・和半生菓子類＞　五平もち
15,15022,2067,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り
15,15153,2068,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り
15,15021,2069,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り
15,15152,2070,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り
15,15124,2071,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り
15,15154,2072,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り
15,15143,2073,＜和生菓子・和半生菓子類＞　ずんだあん
15,15144,2074,＜和生菓子・和半生菓子類＞　ずんだもち
15,15023,2075,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り
15,15155,2076,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り
15,15024,2077,＜和生菓子・和半生菓子類＞　タルト　（和菓子）
15,15025,2078,＜和生菓子・和半生菓子類＞　ちまき
15,15026,2079,＜和生菓子・和半生菓子類＞　ちゃつう
15,15156,2080,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り
15,15027,2081,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り
15,15157,2082,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り
15,15004,2083,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合
15,15158,2084,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り
15,15028,2085,＜和生菓子・和半生菓子類＞　ねりきり
15,15029,2086,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り
15,15159,2087,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り
15,15160,2088,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り
15,15161,2089,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り
15,15030,2090,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り
15,15162,2091,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り
15,15031,2092,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り
15,15163,2093,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り
15,15032,2094,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り
15,15164,2095,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り
15,15033,2096,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り
15,15165,2097,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り
15,15034,2098,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り
15,15166,2099,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り
15,15035,2100,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん
15,15036,2101,＜和生菓子・和半生菓子類＞　もなか　こしあん入り
15,15167,2102,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り
15,15037,2103,＜和生菓子・和半生菓子類＞　ゆべし
15,15038,2104,＜和生菓子・和半生菓子類＞　ようかん　練りようかん
15,15039,2105,＜和生菓子・和半生菓子類＞　ようかん　水ようかん
15,15040,2106,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん
15,15041,2107,＜和干菓子類＞　あめ玉
15,15042,2108,＜和干菓子類＞　芋かりんとう
15,15043,2109,＜和干菓子類＞　おこし
15,15044,2110,＜和干菓子類＞　おのろけ豆
15,15045,2111,＜和干菓子類＞　かりんとう　黒
15,15046,2112,＜和干菓子類＞　かりんとう　白
15,15047,2113,＜和干菓子類＞　ごかぼう
15,15048,2114,＜和干菓子類＞　小麦粉せんべい　磯部せんべい
15,15049,2115,＜和干菓子類＞　小麦粉せんべい　かわらせんべい
15,15050,2116,＜和干菓子類＞　小麦粉せんべい　巻きせんべい
15,15051,2117,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り
15,15052,2118,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り
15,15053,2119,＜和干菓子類＞　しおがま
15,15056,2120,＜和干菓子類＞　ひなあられ　関西風
15,15055,2121,＜和干菓子類＞　ひなあられ　関東風
15,15057,2122,＜和干菓子類＞　米菓　揚げせんべい
15,15058,2123,＜和干菓子類＞　米菓　甘辛せんべい
15,15059,2124,＜和干菓子類＞　米菓　あられ
15,15060,2125,＜和干菓子類＞　米菓　しょうゆせんべい
15,15061,2126,＜和干菓子類＞　ボーロ　小粒
15,15062,2127,＜和干菓子類＞　ボーロ　そばボーロ
15,15063,2128,＜和干菓子類＞　松風
15,15064,2129,＜和干菓子類＞　みしま豆
15,15065,2130,＜和干菓子類＞　八つ橋
15,15066,2131,＜和干菓子類＞　らくがん　らくがん
15,15067,2132,＜和干菓子類＞　らくがん　麦らくがん
15,15068,2133,＜和干菓子類＞　らくがん　もろこしらくがん
15,15125,2134,＜菓子パン類＞　揚げパン
15,15069,2135,＜菓子パン類＞　あんパン　こしあん入り
15,15168,2136,＜菓子パン類＞　あんパン　つぶしあん入り
15,15126,2137,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り
15,15169,2138,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り
15,15127,2139,＜菓子パン類＞　カレーパン　皮及び具
15,15128,2140,＜菓子パン類＞　カレーパン　皮のみ
15,15129,2141,＜菓子パン類＞　カレーパン　具のみ
15,15070,2142,＜菓子パン類＞　クリームパン
15,15130,2143,＜菓子パン類＞　クリームパン　薄皮タイプ
15,15071,2144,＜菓子パン類＞　ジャムパン
15,15072,2145,＜菓子パン類＞　チョココロネ
15,15131,2146,＜菓子パン類＞　チョコパン　薄皮タイプ
15,15132,2147,＜菓子パン類＞　メロンパン
15,15181,2148,＜菓子パン類＞　菓子パン　あんなし
15,15073,2149,＜ケーキ・ペストリー類＞　シュークリーム
15,15074,2150,＜ケーキ・ペストリー類＞　スポンジケーキ
15,15075,2151,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし
15,15170,2152,＜ケーキ・ペストリー類＞　ショートケーキ　いちご
15,15133,2153,＜ケーキ・ペストリー類＞　タルト　（洋菓子）
15,15134,2154,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ
15,15135,2155,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ
15,15182,2156,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン
15,15076,2157,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　
15,15183,2158,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん
15,15184,2159,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん
15,15171,2160,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん
15,15172,2161,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん
15,15185,2162,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム
15,15173,2163,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム
15,15077,2164,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン
15,15174,2165,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん
15,15175,2166,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん
15,15176,2167,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム
15,15078,2168,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン
15,15177,2169,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん
15,15178,2170,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん
15,15179,2171,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム
15,15079,2172,＜ケーキ・ペストリー類＞　パイ　パイ皮
15,15080,2173,＜ケーキ・ペストリー類＞　パイ　アップルパイ
15,15081,2174,＜ケーキ・ペストリー類＞　パイ　ミートパイ
15,15082,2175,＜ケーキ・ペストリー類＞　バターケーキ
15,15083,2176,＜ケーキ・ペストリー類＞　ホットケーキ
15,15084,2177,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り
15,15085,2178,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り
15,15086,2179,＜デザート菓子類＞　カスタードプリン
15,15136,2180,＜デザート菓子類＞　牛乳寒天
15,15142,2181,＜デザート菓子類＞　こんにゃくゼリー
15,15087,2182,＜デザート菓子類＞　ゼリー　オレンジ
15,15088,2183,＜デザート菓子類＞　ゼリー　コーヒー
15,15089,2184,＜デザート菓子類＞　ゼリー　ミルク
15,15090,2185,＜デザート菓子類＞　ゼリー　ワイン
15,15091,2186,＜デザート菓子類＞　ババロア
15,15092,2187,＜ビスケット類＞　ウエハース
15,15141,2188,＜ビスケット類＞　ウエハース　クリーム入り
15,15093,2189,＜ビスケット類＞　クラッカー　オイルスプレークラッカー
15,15094,2190,＜ビスケット類＞　クラッカー　ソーダクラッカー
15,15095,2191,＜ビスケット類＞　サブレ
15,15054,2192,＜ビスケット類＞　中華風クッキー
15,15097,2193,＜ビスケット類＞　ビスケット　ハードビスケット
15,15098,2194,＜ビスケット類＞　ビスケット　ソフトビスケット
15,15099,2195,＜ビスケット類＞　プレッツェル
15,15096,2196,＜ビスケット類＞　リーフパイ
15,15100,2197,＜ビスケット類＞　ロシアケーキ
15,15101,2198,＜スナック類＞　小麦粉あられ
15,15102,2199,＜スナック類＞　コーンスナック
15,15103,2200,＜スナック類＞　ポテトチップス　ポテトチップス
15,15104,2201,＜スナック類＞　ポテトチップス　成形ポテトチップス
15,15109,2202,＜キャンデー類＞　かわり玉
15,15105,2203,＜キャンデー類＞　キャラメル
15,15107,2204,＜キャンデー類＞　ゼリーキャンデー
15,15108,2205,＜キャンデー類＞　ゼリービーンズ
15,15110,2206,＜キャンデー類＞　ドロップ
15,15111,2207,＜キャンデー類＞　バタースコッチ
15,15112,2208,＜キャンデー類＞　ブリットル
15,15113,2209,＜キャンデー類＞　マシュマロ
15,15106,2210,＜キャンデー類＞　ラムネ
15,15137,2211,＜チョコレート類＞　アーモンドチョコレート
15,15114,2212,＜チョコレート類＞　カバーリングチョコレート
15,15186,2212-1,＜チョコレート類＞　スイートチョコレート
15,15187,2212-2,＜チョコレート類＞　スイートチョコレート　カカオ増量
15,15115,2213,＜チョコレート類＞　ホワイトチョコレート
15,15116,2214,＜チョコレート類＞　ミルクチョコレート
15,15117,2215,＜果実菓子類＞　マロングラッセ
15,15118,2216,＜チューインガム類＞　板ガム
15,15119,2217,＜チューインガム類＞　糖衣ガム
15,15120,2218,＜チューインガム類＞　風船ガム
15,15138,2219,＜その他＞　カスタードクリーム
15,15139,2220,＜その他＞　しるこ　こしあん
15,15140,2221,＜その他＞　しるこ　つぶしあん
15,15180,2222,＜その他＞　チョコレートクリーム
