category,food_id,id,name
01,01001,0001,アマランサス　玄穀
01,01002,0002,あわ　精白粒
01,01003,0003,あわ　あわもち
01,01004,0004,えんばく　オートミール
01,01005,0005,おおむぎ　七分つき押麦
01,01006,0006,おおむぎ　押麦　乾
01,01170,0007,おおむぎ　押麦　めし
01,01007,0008,おおむぎ　米粒麦
01,01008,0009,おおむぎ　大麦めん　乾
01,01009,0010,おおむぎ　大麦めん　ゆで
01,01010,0011,おおむぎ　麦こがし
01,01167,0012,キヌア　玄穀
01,01011,0013,きび　精白粒
01,01012,0014,こむぎ　［玄穀］　国産　普通
01,01013,0015,こむぎ　［玄穀］　輸入　軟質
01,01014,0016,こむぎ　［玄穀］　輸入　硬質
01,01015,0017,こむぎ　［小麦粉］　薄力粉　1等
01,01016,0018,こむぎ　［小麦粉］　薄力粉　2等
01,01018,0019,こむぎ　［小麦粉］　中力粉　1等
01,01019,0020,こむぎ　［小麦粉］　中力粉　2等
01,01020,0021,こむぎ　［小麦粉］　強力粉　1等
01,01021,0022,こむぎ　［小麦粉］　強力粉　2等
01,01023,0023,こむぎ　［小麦粉］　強力粉　全粒粉
01,01146,0024,こむぎ　［小麦粉］　プレミックス粉　お好み焼き用
01,01024,0025,こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用
01,01147,0026,こむぎ　［小麦粉］　プレミックス粉　から揚げ用
01,01025,0027,こむぎ　［小麦粉］　プレミックス粉　天ぷら用
01,01171,0028,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター
01,01172,0029,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター　揚げ
01,01026,0030,こむぎ　［パン類］　角形食パン　食パン
01,01174,0031,こむぎ　［パン類］　角形食パン　焼き
01,01175,0032,こむぎ　［パン類］　角形食パン　耳を除いたもの
01,01176,0033,こむぎ　［パン類］　角形食パン　耳
01,01206,0034,こむぎ　［パン類］　食パン　リーンタイプ
01,01207,0035,こむぎ　［パン類］　食パン　リッチタイプ
01,01205,0036,こむぎ　［パン類］　山形食パン　食パン
01,01028,0037,こむぎ　［パン類］　コッペパン
01,01213,0037-1,こむぎ　［パン類］　バンズ
01,01030,0038,こむぎ　［パン類］　乾パン
01,01031,0039,こむぎ　［パン類］　フランスパン
01,01032,0040,こむぎ　［パン類］　ライ麦パン
01,01208,0041,こむぎ　［パン類］　全粒粉パン
01,01033,0042,こむぎ　［パン類］　ぶどうパン
01,01034,0043,こむぎ　［パン類］　ロールパン
01,01209,0044,こむぎ　［パン類］　クロワッサン　レギュラータイプ
01,01035,0045,こむぎ　［パン類］　クロワッサン　リッチタイプ
01,01210,0046,こむぎ　［パン類］　くるみパン
01,01036,0047,こむぎ　［パン類］　イングリッシュマフィン
01,01037,0048,こむぎ　［パン類］　ナン
01,01148,0049,こむぎ　［パン類］　ベーグル
01,01038,0050,こむぎ　［うどん・そうめん類］　うどん　生
01,01039,0051,こむぎ　［うどん・そうめん類］　うどん　ゆで
01,01186,0052,こむぎ　［うどん・そうめん類］　うどん　半生うどん
01,01041,0053,こむぎ　［うどん・そうめん類］　干しうどん　乾
01,01042,0054,こむぎ　［うどん・そうめん類］　干しうどん　ゆで
01,01043,0055,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾
01,01044,0056,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで
01,01045,0057,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾
01,01046,0058,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで
01,01047,0059,こむぎ　［中華めん類］　中華めん　生
01,01048,0060,こむぎ　［中華めん類］　中華めん　ゆで
01,01187,0061,こむぎ　［中華めん類］　半生中華めん　
01,01049,0062,こむぎ　［中華めん類］　蒸し中華めん　蒸し中華めん
01,01188,0063,こむぎ　［中華めん類］　蒸し中華めん  ソテー
01,01050,0064,こむぎ　［中華めん類］　干し中華めん　乾
01,01051,0065,こむぎ　［中華めん類］　干し中華めん　ゆで
01,01052,0066,こむぎ　［中華めん類］　沖縄そば　生
01,01053,0067,こむぎ　［中華めん類］　沖縄そば　ゆで
01,01054,0068,こむぎ　［中華めん類］　干し沖縄そば　乾
01,01055,0069,こむぎ　［中華めん類］　干し沖縄そば　ゆで
01,01056,0070,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け
01,01057,0071,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含むもの）
01,01198,0072,こむぎ　［即席めん類］　即席中華めん　油揚げ　調理後全体　（添付調味料等を含むもの）
01,01189,0073,こむぎ　［即席めん類］　即席中華めん　油揚げ　ゆで　（添付調味料等を含まないもの）
01,01144,0074,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）
01,01058,0075,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）
01,01199,0076,こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）
01,01190,0077,こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）
01,01145,0078,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）
01,01193,0079,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）
01,01201,0080,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）
01,01194,0081,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）
01,01191,0082,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）
01,01200,0083,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）
01,01192,0084,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）
01,01060,0085,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）
01,01202,0086,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）
01,01061,0087,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）
01,01203,0088,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）
01,01195,0089,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）
01,01062,0090,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）
01,01204,0091,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）
01,01196,0092,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）
01,01063,0093,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾
01,01064,0094,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで
01,01173,0095,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー
01,01149,0096,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生
01,01065,0097,こむぎ　［ふ類］　生ふ
01,01066,0098,こむぎ　［ふ類］　焼きふ　釜焼きふ
01,01067,0099,こむぎ　［ふ類］　焼きふ　板ふ
01,01068,0100,こむぎ　［ふ類］　焼きふ　車ふ
01,01177,0101,こむぎ　［ふ類］　油ふ
01,01070,0102,こむぎ　［その他］　小麦はいが
01,01071,0103,こむぎ　［その他］　小麦たんぱく　粉末状
01,01072,0104,こむぎ　［その他］　小麦たんぱく　粒状
01,01073,0105,こむぎ　［その他］　小麦たんぱく　ペースト状
01,01178,0106,こむぎ　［その他］　かやきせんべい
01,01074,0107,こむぎ　［その他］　ぎょうざの皮　生
01,01075,0108,こむぎ　［その他］　しゅうまいの皮　生
01,01179,0109,こむぎ　［その他］　春巻きの皮　生
01,01180,0110,こむぎ　［その他］　春巻きの皮　揚げ
01,01076,0111,こむぎ　［その他］　ピザ生地
01,01069,0112,こむぎ　［その他］　ちくわぶ
01,01077,0113,こむぎ　［その他］　パン粉　生
01,01078,0114,こむぎ　［その他］　パン粉　半生
01,01079,0115,こむぎ　［その他］　パン粉　乾燥
01,01150,0116,こむぎ　［その他］　冷めん　生
01,01080,0117,こめ　［水稲穀粒］　玄米
01,01081,0118,こめ　［水稲穀粒］　半つき米
01,01082,0119,こめ　［水稲穀粒］　七分つき米
01,01083,0120,こめ　［水稲穀粒］　精白米　うるち米
01,01151,0121,こめ　［水稲穀粒］　精白米　もち米
01,01152,0122,こめ　［水稲穀粒］　精白米　インディカ米
01,01084,0123,こめ　［水稲穀粒］　はいが精米
